# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 0.50000000000000000000 116.00000000000000000000 0.28952601552009582520 -0.00426278216764330864 1.00046634674072265625 -1.20134460926055908203 -0.12725399434566497803 0.29230862855911254883 -1.20049941539764404297 -0.12786726653575897217 0.00019274308579042554
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 2.70000004768371582031 116.00000000000000000000 0.29904955625534057617 -0.00485859857872128487 1.00046205520629882812 -1.19344997406005859375 -0.12619701027870178223 0.29228484630584716797 -1.20031905174255371094 -0.12784761190414428711 0.00249999365769326687
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=2.72499990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 2.72499990463256835938 116.00000000000000000000 0.30094814300537109375 -0.00489980215206742287 1.00046157836914062500 -1.19685649871826171875 -0.12746696174144744873 0.29228729009628295898 -1.20035696029663085938 -0.12785194814205169678 0.00253366096876561642
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=2.75000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 2.75000000000000000000 116.00000000000000000000 0.30243751406669616699 -0.00493406923487782478 1.00046026706695556641 -1.20052921772003173828 -0.12880676984786987305 0.29228892922401428223 -1.20031094551086425781 -0.12785142660140991211 0.00255799200385808945
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=2.77500009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 2.77500009536743164062 116.00000000000000000000 0.30338528752326965332 -0.00497999507933855057 1.00046074390411376953 -1.20428943634033203125 -0.13015444576740264893 0.29229182004928588867 -1.20032274723052978516 -0.12785099446773529053 0.00259411032311618328
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=2.79999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 2.79999995231628417969 116.00000000000000000000 0.30367127060890197754 -0.00502001075074076653 1.00046169757843017578 -1.20790207386016845703 -0.13144020736217498779 0.29229372739791870117 -1.20035254955291748047 -0.12785153090953826904 0.00262465979903936386
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=2.82500004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 2.82500004768371582031 116.00000000000000000000 0.30320578813552856445 -0.00506662437692284584 1.00046122074127197266 -1.21114981174468994141 -0.13258630037307739258 0.29228529334068298340 -1.20032870769500732422 -0.12785196304321289062 0.00265620113350450993
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=2.84999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 2.84999990463256835938 116.00000000000000000000 0.30195030570030212402 -0.00510627822950482368 1.00046372413635253906 -1.21380460262298583984 -0.13350851833820343018 0.29228323698043823242 -1.20035076141357421875 -0.12785363197326660156 0.00268666609190404415
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=2.87500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 2.87500000000000000000 116.00000000000000000000 0.29993423819541931152 -0.00514246383681893349 1.00046312808990478516 -1.21565449237823486328 -0.13412709534168243408 0.29229682683944702148 -1.20031321048736572266 -0.12785549461841583252 0.00272145937196910381
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=2.90000009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 2.90000009536743164062 116.00000000000000000000 0.29724919795989990234 -0.00518777128309011459 1.00046384334564208984 -1.21654784679412841797 -0.13437213003635406494 0.29228758811950683594 -1.20034885406494140625 -0.12785263359546661377 0.00275371782481670380
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=2.92499995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 2.92499995231628417969 116.00000000000000000000 0.29406893253326416016 -0.00523174833506345749 1.00046467781066894531 -1.21638166904449462891 -0.13419280946254730225 0.29229149222373962402 -1.20036590099334716797 -0.12785272300243377686 0.00278831273317337036
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=2.95000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 2.95000004768371582031 116.00000000000000000000 0.29062464833259582520 -0.00528118899092078209 1.00046384334564208984 -1.21512770652770996094 -0.13356751203536987305 0.29229131340980529785 -1.20037889480590820312 -0.12785682082176208496 0.00281189498491585255
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=2.97499990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 2.97499990463256835938 116.00000000000000000000 0.28719982504844665527 -0.00532478559762239456 1.00046372413635253906 -1.21285295486450195312 -0.13251368701457977295 0.29230049252510070801 -1.20037877559661865234 -0.12785747647285461426 0.00284958956763148308
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.00000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.00000000000000000000 116.00000000000000000000 0.28408041596412658691 -0.00537110120058059692 1.00046181678771972656 -1.20970582962036132812 -0.13109022378921508789 0.29229798913002014160 -1.20037436485290527344 -0.12785802781581878662 0.00288769486360251904
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.02500009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.02500009536743164062 116.00000000000000000000 0.28153964877128601074 -0.00541970506310462952 1.00046110153198242188 -1.20590829849243164062 -0.12939333915710449219 0.29230174422264099121 -1.20036137104034423828 -0.12785664200782775879 0.00292534707114100456
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.04999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.04999995231628417969 116.00000000000000000000 0.27979353070259094238 -0.00546932779252529144 1.00046074390411376953 -1.20173943042755126953 -0.12755343317985534668 0.29230180382728576660 -1.20035564899444580078 -0.12785920500755310059 0.00296093267388641834
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.07500004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.07500004768371582031 116.00000000000000000000 0.27897822856903076172 -0.00551731465384364128 1.00046288967132568359 -1.19749712944030761719 -0.12571470439434051514 0.29230669140815734863 -1.20039856433868408203 -0.12785784900188446045 0.00299518858082592487
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.09999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.09999990463256835938 116.00000000000000000000 0.27913594245910644531 -0.00557429576292634010 1.00046157836914062500 -1.19350814819335937500 -0.12402971833944320679 0.29230254888534545898 -1.20039367675781250000 -0.12785962224006652832 0.00303448061458766460
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.12500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.12500000000000000000 116.00000000000000000000 0.28020635247230529785 -0.00562915485352277756 1.00046443939208984375 -1.19001972675323486328 -0.12262562662363052368 0.29230910539627075195 -1.20037674903869628906 -0.12786108255386352539 0.00307138147763907909
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.15000009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.15000009536743164062 116.00000000000000000000 0.28205856680870056152 -0.00567910633981227875 1.00046396255493164062 -1.18726468086242675781 -0.12160184234380722046 0.29231166839599609375 -1.20039880275726318359 -0.12786036729812622070 0.00310862553305923939
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.17499995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.17499995231628417969 116.00000000000000000000 0.28450417518615722656 -0.00573777500540018082 1.00046014785766601562 -1.18539118766784667969 -0.12101606279611587524 0.29230639338493347168 -1.20040750503540039062 -0.12786211073398590088 0.00314537226222455502
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.20000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.20000004768371582031 116.00000000000000000000 0.28734028339385986328 -0.00579073419794440269 1.00045979022979736328 -1.18447852134704589844 -0.12088220566511154175 0.29230776429176330566 -1.20038962364196777344 -0.12786109745502471924 0.00318657164461910725
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.22499990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.22499990463256835938 116.00000000000000000000 0.29036426544189453125 -0.00585094466805458069 1.00046193599700927734 -1.18453359603881835938 -0.12117592990398406982 0.29230931401252746582 -1.20039641857147216797 -0.12786263227462768555 0.00322546903043985367
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.25000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.25000000000000000000 116.00000000000000000000 0.29340210556983947754 -0.00591627322137355804 1.00046133995056152344 -1.18551027774810791016 -0.12184711545705795288 0.29231405258178710938 -1.20040929317474365234 -0.12786385416984558105 0.00325992610305547714
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.27500009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.27500009536743164062 116.00000000000000000000 0.29632043838500976562 -0.00597732374444603920 1.00046193599700927734 -1.18731999397277832031 -0.12283060699701309204 0.29231342673301696777 -1.20042502880096435547 -0.12786397337913513184 0.00330391596071422100
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.29999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.29999995231628417969 116.00000000000000000000 0.29900035262107849121 -0.00604364788159728050 1.00046277046203613281 -1.18983674049377441406 -0.12405221909284591675 0.29231524467468261719 -1.20045936107635498047 -0.12786567211151123047 0.00334417540580034256
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.32500004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.32500004768371582031 116.00000000000000000000 0.30135178565979003906 -0.00611160881817340851 1.00046312808990478516 -1.19292020797729492188 -0.12544234097003936768 0.29231727123260498047 -1.20042467117309570312 -0.12786611914634704590 0.00338093168102204800
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.34999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.34999990463256835938 116.00000000000000000000 0.30329260230064392090 -0.00617960514500737190 1.00046253204345703125 -1.19641208648681640625 -0.12693540751934051514 0.29231843352317810059 -1.20046198368072509766 -0.12786778807640075684 0.00341579271480441093
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.37500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.37500000000000000000 116.00000000000000000000 0.30474182963371276855 -0.00624715629965066910 1.00046265125274658203 -1.20014524459838867188 -0.12847508490085601807 0.29232153296470642090 -1.20044553279876708984 -0.12786777317523956299 0.00344964396208524704
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.40000009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.40000009536743164062 116.00000000000000000000 0.30561622977256774902 -0.00631335051730275154 1.00046241283416748047 -1.20394766330718994141 -0.13000376522541046143 0.29232126474380493164 -1.20045685768127441406 -0.12786881625652313232 0.00348436925560235977
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.42499995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.42499995231628417969 116.00000000000000000000 0.30582800507545471191 -0.00639559468254446983 1.00046122074127197266 -1.20763111114501953125 -0.13146822154521942139 0.29232719540596008301 -1.20049619674682617188 -0.12787070870399475098 0.00352662964724004269
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.45000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.45000004768371582031 116.00000000000000000000 0.30530118942260742188 -0.00646540522575378418 1.00046110153198242188 -1.21098983287811279297 -0.13280291855335235596 0.29232275485992431641 -1.20049369335174560547 -0.12787097692489624023 0.00356184691190719604
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.47499990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.47499990463256835938 116.00000000000000000000 0.30398488044738769531 -0.00653740996494889259 1.00046312808990478516 -1.21383500099182128906 -0.13394500315189361572 0.29232493042945861816 -1.20049583911895751953 -0.12787209451198577881 0.00359866814687848091
