# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 0.50000000000000000000 1.15999996662139892578 0.53811800479888916016 -0.00225165765732526779 0.99985003471374511719 -2.21552586555480957031 0.05160224437713623047 0.53806531429290771484 -2.20503997802734375000 0.05065478757023811340 -0.00061939150327816606
8.19999980926513671875 0.10000000149011611938 2.50000000000000000000 21.15999984741210937500 0.51051437854766845703 -0.01975383795797824860 1.00043940544128417969 -2.25969648361206054688 -0.14070852100849151611 0.55016225576400756836 -2.25927019119262695312 -0.14195528626441955566 -0.00520260632038116455
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.54999995231628417969 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.54999995231628417969 21.15999984741210937500 0.50763821601867675781 -0.01995944604277610779 1.00044143199920654297 -2.23081946372985839844 -0.13934794068336486816 0.55021125078201293945 -2.25947642326354980469 -0.14196304976940155029 -0.00582164386287331581
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.59999990463256835938 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.59999990463256835938 21.15999984741210937500 0.51446366310119628906 -0.02012848481535911560 1.00044214725494384766 -2.20873117446899414062 -0.13895213603973388672 0.55026274919509887695 -2.25964522361755371094 -0.14197042584419250488 -0.00647342205047607422
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.65000009536743164062 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.65000009536743164062 21.15999984741210937500 0.52928823232650756836 -0.02026085555553436279 1.00044214725494384766 -2.19803857803344726562 -0.13958124816417694092 0.55028742551803588867 -2.25971221923828125000 -0.14197990298271179199 -0.00717721274122595787
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.70000004768371582031 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.70000004768371582031 21.15999984741210937500 0.54871380329132080078 -0.02033740468323230743 1.00044071674346923828 -2.20069313049316406250 -0.14116251468658447266 0.55032819509506225586 -2.26001691818237304688 -0.14198732376098632812 -0.00788668356835842133
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.75000000000000000000 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.75000000000000000000 21.15999984741210937500 0.56807678937911987305 -0.02035279013216495514 1.00044059753417968750 -2.21555352210998535156 -0.14314134418964385986 0.55036288499832153320 -2.26007771492004394531 -0.14200022816658020020 -0.00863884575664997101
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.79999995231628417969 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.79999995231628417969 21.15999984741210937500 0.58373576402664184570 -0.02032276615500450134 1.00044071674346923828 -2.23906803131103515625 -0.14487105607986450195 0.55040448904037475586 -2.26025295257568359375 -0.14200893044471740723 -0.00939259491860866547
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.84999990463256835938 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.84999990463256835938 21.15999984741210937500 0.59305840730667114258 -0.02022535912692546844 1.00044012069702148438 -2.26642036437988281250 -0.14634327590465545654 0.55044400691986083984 -2.26041507720947265625 -0.14202514290809631348 -0.01016227342188358307
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.90000009536743164062 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.90000009536743164062 21.15999984741210937500 0.59406518936157226562 -0.02005086280405521393 1.00044167041778564453 -2.29231381416320800781 -0.14776793122291564941 0.55047142505645751953 -2.26062965393066406250 -0.14204123616218566895 -0.01092458050698041916
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.95000004768371582031 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.95000004768371582031 21.15999984741210937500 0.58593529462814331055 -0.01983035728335380554 1.00044298171997070312 -2.31165170669555664062 -0.14894939959049224854 0.55051928758621215820 -2.26071572303771972656 -0.14206004142761230469 -0.01169822271913290024
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.00000000000000000000 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.00000000000000000000 21.15999984741210937500 0.56971079111099243164 -0.01953669637441635132 1.00044274330139160156 -2.32035684585571289062 -0.14940975606441497803 0.55055761337280273438 -2.26086878776550292969 -0.14208658039569854736 -0.01242288481444120407
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.04999995231628417969 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.04999995231628417969 21.15999984741210937500 0.54883009195327758789 -0.01919304393231868744 1.00044286251068115234 -2.31655669212341308594 -0.14863733947277069092 0.55058449506759643555 -2.26105952262878417969 -0.14210768043994903564 -0.01313174888491630554
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.09999990463256835938 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.09999990463256835938 21.15999984741210937500 0.52796262502670288086 -0.01880197227001190186 1.00044178962707519531 -2.30116558074951171875 -0.14624743163585662842 0.55062246322631835938 -2.26109647750854492188 -0.14213588833808898926 -0.01380920130759477615
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.15000009536743164062 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.15000009536743164062 21.15999984741210937500 0.51156216859817504883 -0.01835391484200954437 1.00044107437133789062 -2.27758598327636718750 -0.14267615973949432373 0.55064433813095092773 -2.26123929023742675781 -0.14216059446334838867 -0.01445299014449119568
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.20000004768371582031 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.20000004768371582031 21.15999984741210937500 0.50357013940811157227 -0.01786849461495876312 1.00044286251068115234 -2.25096821784973144531 -0.13907043635845184326 0.55067664384841918945 -2.26138544082641601562 -0.14218834042549133301 -0.01504999864846467972
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.25000000000000000000 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.25000000000000000000 21.15999984741210937500 0.50615900754928588867 -0.01735804416239261627 1.00043976306915283203 -2.22720980644226074219 -0.13650190830230712891 0.55069750547409057617 -2.26147532463073730469 -0.14221633970737457275 -0.01561102643609046936
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.29999995231628417969 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.29999995231628417969 21.15999984741210937500 0.51865059137344360352 -0.01681353151798248291 1.00044107437133789062 -2.21146035194396972656 -0.13558769226074218750 0.55070632696151733398 -2.26153206825256347656 -0.14224024116992950439 -0.01610709168016910553
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.34999990463256835938 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.34999990463256835938 21.15999984741210937500 0.53788304328918457031 -0.01625184528529644012 1.00044405460357666016 -2.20681691169738769531 -0.13639153540134429932 0.55071651935577392578 -2.26155996322631835938 -0.14226347208023071289 -0.01657720841467380524
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.40000009536743164062 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.40000009536743164062 21.15999984741210937500 0.55958229303359985352 -0.01565910689532756805 1.00044107437133789062 -2.21380853652954101562 -0.13858217000961303711 0.55072414875030517578 -2.26154327392578125000 -0.14228700101375579834 -0.01700583286583423615
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.45000004768371582031 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.45000004768371582031 21.15999984741210937500 0.57915955781936645508 -0.01508039608597755432 1.00044250488281250000 -2.23056769371032714844 -0.14175891876220703125 0.55072081089019775391 -2.26161217689514160156 -0.14230783283710479736 -0.01737326942384243011
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.50000000000000000000 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.50000000000000000000 21.15999984741210937500 0.59227347373962402344 -0.01447708066552877426 1.00043976306915283203 -2.25320744514465332031 -0.14540745317935943604 0.55071705579757690430 -2.26155924797058105469 -0.14232951402664184570 -0.01770115643739700317
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.54999995231628417969 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.54999995231628417969 21.15999984741210937500 0.59614807367324829102 -0.01388955209404230118 1.00044155120849609375 -2.27675795555114746094 -0.14891158044338226318 0.55071383714675903320 -2.26152491569519042969 -0.14234900474548339844 -0.01800117082893848419
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.59999990463256835938 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.59999990463256835938 21.15999984741210937500 0.59014463424682617188 -0.01328528951853513718 1.00044214725494384766 -2.29614138603210449219 -0.15170332789421081543 0.55069309473037719727 -2.26147723197937011719 -0.14236976206302642822 -0.01823081634938716888
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.65000009536743164062 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.65000009536743164062 21.15999984741210937500 0.57566314935684204102 -0.01270515937358140945 1.00044107437133789062 -2.30741143226623535156 -0.15324273705482482910 0.55067867040634155273 -2.26141285896301269531 -0.14238491654396057129 -0.01842650026082992554
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.70000004768371582031 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.70000004768371582031 21.15999984741210937500 0.55581575632095336914 -0.01213309168815612793 1.00044202804565429688 -2.30840778350830078125 -0.15302401781082153320 0.55066293478012084961 -2.26129961013793945312 -0.14240263402462005615 -0.01860493794083595276
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.75000000000000000000 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.75000000000000000000 21.15999984741210937500 0.53503996133804321289 -0.01157865859568119049 1.00044262409210205078 -2.29918313026428222656 -0.15083517134189605713 0.55062967538833618164 -2.26120257377624511719 -0.14241421222686767578 -0.01874518953263759613
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.79999995231628417969 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.79999995231628417969 21.15999984741210937500 0.51815605163574218750 -0.01104170829057693481 1.00044226646423339844 -2.28209352493286132812 -0.14693270623683929443 0.55060052871704101562 -2.26109814643859863281 -0.14242225885391235352 -0.01885893382132053375
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.84999990463256835938 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.84999990463256835938 21.15999984741210937500 0.50887602567672729492 -0.01054187864065170288 1.00044035911560058594 -2.26118206977844238281 -0.14206680655479431152 0.55056124925613403320 -2.26089262962341308594 -0.14242653548717498779 -0.01896626688539981842
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.90000009536743164062 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.90000009536743164062 21.15999984741210937500 0.50887048244476318359 -0.01004056259989738464 1.00043964385986328125 -2.24108767509460449219 -0.13739265501499176025 0.55052495002746582031 -2.26075553894042968750 -0.14242823421955108643 -0.01905616186559200287
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.95000004768371582031 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.95000004768371582031 21.15999984741210937500 0.51787328720092773438 -0.00955702364444732666 1.00044178962707519531 -2.22600650787353515625 -0.13409410417079925537 0.55048316717147827148 -2.26061201095581054688 -0.14242583513259887695 -0.01911148801445960999
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=4.00000000000000000000 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 4.00000000000000000000 21.15999984741210937500 0.53385043144226074219 -0.00908085051923990250 1.00044143199920654297 -2.21891546249389648438 -0.13292957842350006104 0.55044490098953247070 -2.26041817665100097656 -0.14241848886013031006 -0.01919431984424591064
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=4.05000019073486328125 mu=21.15999984741210937500 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 4.05000019073486328125 21.15999984741210937500 0.55332285165786743164 -0.00860864669084548950 1.00044071674346923828 -2.22099542617797851562 -0.13405995070934295654 0.55039894580841064453 -2.26030778884887695312 -0.14241150021553039551 -0.01926087401807308197
