# display=4 E_dc=5.00000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
5.00000000000000000000 0.10000000149011611938 0.50000000000000000000 1.15999996662139892578 0.56408274173736572266 0.00237237196415662766 0.99549102783203125000 -2.33714199066162109375 0.25530713796615600586 0.56328529119491577148 -2.35483551025390625000 0.25250563025474548340 -0.00188601040281355381
# display=4 E_dc=5.00000000000000000000 E_omega=0.10000000149011611938 omega=2.40000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
5.00000000000000000000 0.10000000149011611938 2.40000009536743164062 1.15999996662139892578 0.57903355360031127930 0.01188019383698701859 0.99544048309326171875 -2.31633472442626953125 0.25469928979873657227 0.55935567617416381836 -2.36221337318420410156 0.25284078717231750488 -0.00487185362726449966
# display=4 E_dc=5.25000000000000000000 E_omega=0.10000000149011611938 omega=2.40000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
5.25000000000000000000 0.10000000149011611938 2.40000009536743164062 1.15999996662139892578 0.58690023422241210938 0.01082840096205472946 0.99545872211456298828 -2.35660004615783691406 0.23700866103172302246 0.56904810667037963867 -2.40202689170837402344 0.23514184355735778809 -0.00440902123227715492
# display=4 E_dc=5.50000000000000000000 E_omega=0.10000000149011611938 omega=2.40000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
5.50000000000000000000 0.10000000149011611938 2.40000009536743164062 1.15999996662139892578 0.59269434213638305664 0.00977921206504106522 0.99552088975906372070 -2.38829040527343750000 0.21936367452144622803 0.57673919200897216797 -2.43205857276916503906 0.21740180253982543945 -0.00397053174674510956
# display=4 E_dc=5.75000000000000000000 E_omega=0.10000000149011611938 omega=2.40000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
5.75000000000000000000 0.10000000149011611938 2.40000009536743164062 1.15999996662139892578 0.59637588262557983398 0.00872626155614852905 0.99554657936096191406 -2.41130399703979492188 0.20183566212654113770 0.58196711540222167969 -2.45334410667419433594 0.20004107058048248291 -0.00353773636743426323
# display=4 E_dc=6.00000000000000000000 E_omega=0.10000000149011611938 omega=2.40000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.00000000000000000000 0.10000000149011611938 2.40000009536743164062 1.15999996662139892578 0.59804970026016235352 0.00770207587629556656 0.99558281898498535156 -2.42577123641967773438 0.18453794717788696289 0.58521628379821777344 -2.46636557579040527344 0.18254882097244262695 -0.00314027070999145508
# display=4 E_dc=6.25000000000000000000 E_omega=0.10000000149011611938 omega=2.40000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.25000000000000000000 0.10000000149011611938 2.40000009536743164062 1.15999996662139892578 0.59770035743713378906 0.00667249085381627083 0.99561941623687744141 -2.43204569816589355469 0.16753941774368286133 0.58662134408950805664 -2.47169423103332519531 0.16561688482761383057 -0.00273603899404406548
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=2.40000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 2.40000009536743164062 1.15999996662139892578 0.59554123878479003906 0.00570342503488063812 0.99565774202346801758 -2.43037533760070800781 0.15093056857585906982 0.58584362268447875977 -2.46985769271850585938 0.14876936376094818115 -0.00237571191973984241
# display=4 E_dc=6.75000000000000000000 E_omega=0.10000000149011611938 omega=2.40000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.75000000000000000000 0.10000000149011611938 2.40000009536743164062 1.15999996662139892578 0.59159737825393676758 0.00476062623783946037 0.99571710824966430664 -2.42112898826599121094 0.13479608297348022461 0.58346790075302124023 -2.46045637130737304688 0.13293762505054473877 -0.00203600362874567509
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=2.40000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 2.40000009536743164062 1.15999996662139892578 0.58594769239425659180 0.00382333714514970779 0.99571603536605834961 -2.40459656715393066406 0.11919800192117691040 0.57937687635421752930 -2.44338274002075195312 0.11699855327606201172 -0.00172714085783809423
# display=4 E_dc=7.25000000000000000000 E_omega=0.10000000149011611938 omega=2.40000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.25000000000000000000 0.10000000149011611938 2.40000009536743164062 1.15999996662139892578 0.57873344421386718750 0.00295351236127316952 0.99575936794281005859 -2.38122630119323730469 0.10418968647718429565 0.57322895526885986328 -2.41786885261535644531 0.10234201699495315552 -0.00143763446249067783
# display=4 E_dc=7.50000000000000000000 E_omega=0.10000000149011611938 omega=2.40000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.50000000000000000000 0.10000000149011611938 2.40000009536743164062 1.15999996662139892578 0.57008486986160278320 0.00214812345802783966 0.99579912424087524414 -2.35158061981201171875 0.08983103185892105103 0.56598830223083496094 -2.38646268844604492188 0.08762580901384353638 -0.00117352954111993313
# display=4 E_dc=7.75000000000000000000 E_omega=0.10000000149011611938 omega=2.40000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.75000000000000000000 0.10000000149011611938 2.40000009536743164062 1.15999996662139892578 0.56005430221557617188 0.00138147198595106602 0.99583894014358520508 -2.31626081466674804688 0.07616653293371200562 0.55617046356201171875 -2.34965920448303222656 0.07435067743062973022 -0.00093130278401076794
# display=4 E_dc=8.00000000000000000000 E_omega=0.10000000149011611938 omega=2.40000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.00000000000000000000 0.10000000149011611938 2.40000009536743164062 1.15999996662139892578 0.54886376857757568359 0.00065327412448823452 0.99590468406677246094 -2.27575993537902832031 0.06324412673711776733 0.54656875133514404297 -2.30783820152282714844 0.06108509004116058350 -0.00071758450940251350
# display=4 E_dc=8.25000000000000000000 E_omega=0.10000000149011611938 omega=2.40000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.25000000000000000000 0.10000000149011611938 2.40000009536743164062 1.15999996662139892578 0.53659045696258544922 -0.00001429786698281532 0.99593126773834228516 -2.22999954223632812500 0.05109379440546035767 0.53563904762268066406 -2.26093220710754394531 0.04936151206493377686 -0.00051460560644045472
# display=4 E_dc=8.50000000000000000000 E_omega=0.10000000149011611938 omega=2.40000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.50000000000000000000 0.10000000149011611938 2.40000009536743164062 1.15999996662139892578 0.52344197034835815430 -0.00061086966888979077 0.99594932794570922852 -2.18000030517578125000 0.03973152860999107361 0.52209252119064331055 -2.21005153656005859375 0.03768318518996238708 -0.00034364653402008116
# display=4 E_dc=8.75000000000000000000 E_omega=0.10000000149011611938 omega=2.40000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.75000000000000000000 0.10000000149011611938 2.40000009536743164062 1.15999996662139892578 0.50946491956710815430 -0.00115410343278199434 0.99594950675964355469 -2.12651324272155761719 0.02917579561471939087 0.50927460193634033203 -2.15577435493469238281 0.02748387306928634644 -0.00018636733875609934
# display=4 E_dc=9.00000000000000000000 E_omega=0.10000000149011611938 omega=2.40000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.00000000000000000000 0.10000000149011611938 2.40000009536743164062 1.15999996662139892578 0.49483272433280944824 -0.00162379129324108362 0.99593633413314819336 -2.06978416442871093750 0.01943349838256835938 0.49614998698234558105 -2.09848165512084960938 0.01748169399797916412 -0.00004706769686890766
# display=4 E_dc=9.25000000000000000000 E_omega=0.10000000149011611938 omega=2.40000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.25000000000000000000 0.10000000149011611938 2.40000009536743164062 1.15999996662139892578 0.47967264056205749512 -0.00204349565319716930 0.99595248699188232422 -2.01052951812744140625 0.01050191093236207962 0.48143506050109863281 -2.03871321678161621094 0.00887178629636764526 0.00007429633114952594
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=2.40000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 2.40000009536743164062 1.15999996662139892578 0.46411821246147155762 -0.00239840568974614143 0.99595636129379272461 -1.94928717613220214844 0.00237039220519363880 0.46605706214904785156 -1.97696149349212646484 0.00051383039681240916 0.00018088701472152025
# display=4 E_dc=9.75000000000000000000 E_omega=0.10000000149011611938 omega=2.40000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.75000000000000000000 0.10000000149011611938 2.40000009536743164062 1.15999996662139892578 0.44832181930541992188 -0.00270033092238008976 0.99597603082656860352 -1.88669741153717041016 -0.00497286859899759293 0.45065614581108093262 -1.91388821601867675781 -0.00655733048915863037 0.00026701224851422012
# display=4 E_dc=10.00000000000000000000 E_omega=0.10000000149011611938 omega=2.40000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
10.00000000000000000000 0.10000000149011611938 2.40000009536743164062 1.15999996662139892578 0.43236735463142395020 -0.00294672651216387749 0.99599403142929077148 -1.82323276996612548828 -0.01155041623860597610 0.43542036414146423340 -1.84998416900634765625 -0.01331341173499822617 0.00033843252458609641
# display=4 E_dc=5.00000000000000000000 E_omega=0.10000000149011611938 omega=2.87500000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
5.00000000000000000000 0.10000000149011611938 2.87500000000000000000 1.15999996662139892578 0.53370434045791625977 0.01479621697217226028 0.98870062828063964844 -2.36460518836975097656 0.25018879771232604980 0.55960273742675781250 -2.36287903785705566406 0.25272074341773986816 -0.00138792686630040407
# display=4 E_dc=5.25000000000000000000 E_omega=0.10000000149011611938 omega=2.87500000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
5.25000000000000000000 0.10000000149011611938 2.87500000000000000000 1.15999996662139892578 0.54565727710723876953 0.01335348561406135559 0.98871815204620361328 -2.40709447860717773438 0.23243185877799987793 0.56942200660705566406 -2.40231132507324218750 0.23504237830638885498 -0.00109965528827160597
# display=4 E_dc=5.50000000000000000000 E_omega=0.10000000149011611938 omega=2.87500000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
5.50000000000000000000 0.10000000149011611938 2.87500000000000000000 1.15999996662139892578 0.55549800395965576172 0.01193006895482540131 0.98874825239181518555 -2.44072747230529785156 0.21471092104911804199 0.57664966583251953125 -2.43219780921936035156 0.21735441684722900391 -0.00084375496953725815
# display=4 E_dc=5.75000000000000000000 E_omega=0.10000000149011611938 omega=2.87500000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
5.75000000000000000000 0.10000000149011611938 2.87500000000000000000 1.15999996662139892578 0.56319838762283325195 0.01052106358110904694 0.98877406120300292969 -2.46586251258850097656 0.19712492823600769043 0.58219909667968750000 -2.45446634292602539062 0.19997918605804443359 -0.00058762496337294579
# display=4 E_dc=6.00000000000000000000 E_omega=0.10000000149011611938 omega=2.87500000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.00000000000000000000 0.10000000149011611938 2.87500000000000000000 1.15999996662139892578 0.56879395246505737305 0.00916202832013368607 0.98878496885299682617 -2.48218965530395507812 0.17975595593452453613 0.58544665575027465820 -2.46801066398620605469 0.18240760266780853271 -0.00038452306762337685
# display=4 E_dc=6.25000000000000000000 E_omega=0.10000000149011611938 omega=2.87500000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.25000000000000000000 0.10000000149011611938 2.87500000000000000000 1.15999996662139892578 0.57233309745788574219 0.00782208051532506943 0.98880344629287719727 -2.49034214019775390625 0.16269664466381072998 0.58666282892227172852 -2.47259140014648437500 0.16555322706699371338 -0.00019132834859192371
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=2.87500000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 2.87500000000000000000 1.15999996662139892578 0.57384091615676879883 0.00655236979946494102 0.98880511522293090820 -2.49040675163269042969 0.14603042602539062500 0.58630138635635375977 -2.46965384483337402344 0.14869143068790435791 -0.00002620614031911828
# display=4 E_dc=6.75000000000000000000 E_omega=0.10000000149011611938 omega=2.87500000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.75000000000000000000 0.10000000149011611938 2.87500000000000000000 1.15999996662139892578 0.57336997985839843750 0.00533326948061585426 0.98880767822265625000 -2.48253488540649414062 0.12983694672584533691 0.58345007896423339844 -2.45978021621704101562 0.13287146389484405518 0.00012170971604064107
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=2.87500000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 2.87500000000000000000 1.15999996662139892578 0.57116752862930297852 0.00415360182523727417 0.98883318901062011719 -2.46731305122375488281 0.11416827142238616943 0.57939851284027099609 -2.44271707534790039062 0.11698973178863525391 0.00022487764363177121
# display=4 E_dc=7.25000000000000000000 E_omega=0.10000000149011611938 omega=2.87500000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.25000000000000000000 0.10000000149011611938 2.87500000000000000000 1.15999996662139892578 0.56713199615478515625 0.00306232995353639126 0.98886287212371826172 -2.44516754150390625000 0.09910766035318374634 0.57348614931106567383 -2.41891312599182128906 0.10227299481630325317 0.00031578756170347333
# display=4 E_dc=7.50000000000000000000 E_omega=0.10000000149011611938 omega=2.87500000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.09999990463256835938 PhiYmax=2.59999990463256835938 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001499999962106813 g-grid=4300
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
