# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 0.50000000000000000000 116.00000000000000000000 0.52895438671112060547 -0.02472518943250179291 1.00045418739318847656 -2.25400066375732421875 -0.23802317678928375244 0.54214966297149658203 -2.22668290138244628906 -0.24047785997390747070 -0.00042663124622777104
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.45000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.45000004768371582031 116.00000000000000000000 0.52155137062072753906 -0.03087713383138179779 1.00045561790466308594 -2.33613133430480957031 -0.24211503565311431885 0.54502111673355102539 -2.23820614814758300781 -0.24067582190036773682 -0.02363661862909793854
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.47499990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.47499990463256835938 116.00000000000000000000 0.50293195247650146484 -0.03052156604826450348 1.00045585632324218750 -2.31492161750793457031 -0.23933136463165283203 0.54506462812423706055 -2.23838973045349121094 -0.24069890379905700684 -0.02418833225965499878
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.50000000000000000000 116.00000000000000000000 0.48720306158065795898 -0.03017016872763633728 1.00045573711395263672 -2.28973770141601562500 -0.23627030849456787109 0.54511106014251708984 -2.23859071731567382812 -0.24072401225566864014 -0.02471747435629367828
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.52500009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.52500009536743164062 116.00000000000000000000 0.47528573870658874512 -0.02978425286710262299 1.00045585632324218750 -2.26216554641723632812 -0.23310276865959167480 0.54515081644058227539 -2.23874115943908691406 -0.24074490368366241455 -0.02523667179048061371
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.54999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.54999995231628417969 116.00000000000000000000 0.46778637170791625977 -0.02939797379076480865 1.00045502185821533203 -2.23399829864501953125 -0.23007522523403167725 0.54519122838973999023 -2.23892998695373535156 -0.24076630175113677979 -0.02574611268937587738
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.57500004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.57500004768371582031 116.00000000000000000000 0.46491795778274536133 -0.02899219840764999390 1.00045597553253173828 -2.20686554908752441406 -0.22743140161037445068 0.54524230957031250000 -2.23911857604980468750 -0.24078683555126190186 -0.02624130807816982269
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.59999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.59999990463256835938 116.00000000000000000000 0.46666124463081359863 -0.02856629714369773865 1.00045382976531982422 -2.18227648735046386719 -0.22538651525974273682 0.54528629779815673828 -2.23925995826721191406 -0.24081155657768249512 -0.02671533264219760895
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.62500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.62500000000000000000 116.00000000000000000000 0.47279277443885803223 -0.02813286706805229187 1.00045621395111083984 -2.16153264045715332031 -0.22413416206836700439 0.54533630609512329102 -2.23948001861572265625 -0.24084031581878662109 -0.02717948146164417267
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.65000009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.65000009536743164062 116.00000000000000000000 0.48282942175865173340 -0.02768574096262454987 1.00045359134674072266 -2.14564275741577148438 -0.22385211288928985596 0.54537779092788696289 -2.23965406417846679688 -0.24086159467697143555 -0.02763892710208892822
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.67499995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.67499995231628417969 116.00000000000000000000 0.49600034952163696289 -0.02722119912505149841 1.00045371055603027344 -2.13527250289916992188 -0.22465503215789794922 0.54541045427322387695 -2.23982071876525878906 -0.24089060723781585693 -0.02806683816015720367
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.70000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.70000004768371582031 116.00000000000000000000 0.51127994060516357422 -0.02674828656017780304 1.00045359134674072266 -2.13073968887329101562 -0.22651165723800659180 0.54545700550079345703 -2.23998284339904785156 -0.24091409146785736084 -0.02847828157246112823
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.72499990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.72499990463256835938 116.00000000000000000000 0.52766406536102294922 -0.02626853622496128082 1.00045633316040039062 -2.13197422027587890625 -0.22922363877296447754 0.54549819231033325195 -2.24014186859130859375 -0.24094593524932861328 -0.02887166664004325867
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.75000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.75000000000000000000 116.00000000000000000000 0.54430037736892700195 -0.02576616592705249786 1.00045382976531982422 -2.13859677314758300781 -0.23249638080596923828 0.54554659128189086914 -2.24034500122070312500 -0.24097473919391632080 -0.02926479838788509369
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.77500009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.77500009536743164062 116.00000000000000000000 0.56059968471527099609 -0.02527462691068649292 1.00045585632324218750 -2.15005874633789062500 -0.23605144023895263672 0.54558259248733520508 -2.24049091339111328125 -0.24101221561431884766 -0.02961923554539680481
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.79999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.79999995231628417969 116.00000000000000000000 0.57599389553070068359 -0.02476272173225879669 1.00045776367187500000 -2.16563701629638671875 -0.23965872824192047119 0.54562318325042724609 -2.24065542221069335938 -0.24103997647762298584 -0.02996555902063846588
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.82500004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.82500004768371582031 116.00000000000000000000 0.58997547626495361328 -0.02425446547567844391 1.00045502185821533203 -2.18454504013061523438 -0.24318148195743560791 0.54566574096679687500 -2.24082612991333007812 -0.24106672406196594238 -0.03029155358672142029
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.84999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.84999990463256835938 116.00000000000000000000 0.60196125507354736328 -0.02372739277780056000 1.00045442581176757812 -2.20586371421813964844 -0.24651832878589630127 0.54570621252059936523 -2.24100685119628906250 -0.24109767377376556396 -0.03059845604002475739
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.87500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.87500000000000000000 116.00000000000000000000 0.61137622594833374023 -0.02318780869245529175 1.00045549869537353516 -2.22860193252563476562 -0.24958485364913940430 0.54574352502822875977 -2.24116849899291992188 -0.24112854897975921631 -0.03088038228452205658
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.90000009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.90000009536743164062 116.00000000000000000000 0.61768805980682373047 -0.02266387082636356354 1.00045478343963623047 -2.25172901153564453125 -0.25228351354598999023 0.54579073190689086914 -2.24134373664855957031 -0.24116133153438568115 -0.03114782273769378662
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.92499995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.92499995231628417969 116.00000000000000000000 0.62040334939956665039 -0.02213438600301742554 1.00045573711395263672 -2.27410745620727539062 -0.25449314713478088379 0.54582601785659790039 -2.24148225784301757812 -0.24119155108928680420 -0.03139164298772811890
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.95000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.95000004768371582031 116.00000000000000000000 0.61915373802185058594 -0.02161297015845775604 1.00045490264892578125 -2.29462480545043945312 -0.25611102581024169922 0.54585558176040649414 -2.24168705940246582031 -0.24122150242328643799 -0.03164290636777877808
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=2.97499990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 2.97499990463256835938 116.00000000000000000000 0.61379688978195190430 -0.02107852138578891754 1.00045299530029296875 -2.31216049194335937500 -0.25706562399864196777 0.54590702056884765625 -2.24180459976196289062 -0.24125763773918151855 -0.03184502944350242615
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.00000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.00000000000000000000 116.00000000000000000000 0.60451465845108032227 -0.02055127918720245361 1.00045359134674072266 -2.32579898834228515625 -0.25731521844863891602 0.54593509435653686523 -2.24197244644165039062 -0.24128347635269165039 -0.03202885761857032776
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.02500009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.02500009536743164062 116.00000000000000000000 0.59182304143905639648 -0.02002957463264465332 1.00045573711395263672 -2.33478808403015136719 -0.25678887963294982910 0.54596740007400512695 -2.24211454391479492188 -0.24131260812282562256 -0.03220043703913688660
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.04999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.04999995231628417969 116.00000000000000000000 0.57645273208618164062 -0.01951154880225658417 1.00045502185821533203 -2.33865404129028320312 -0.25538972020149230957 0.54600781202316284180 -2.24224328994750976562 -0.24134235084056854248 -0.03235753998160362244
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.07500004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.07500004768371582031 116.00000000000000000000 0.55922138690948486328 -0.01899439841508865356 1.00045609474182128906 -2.33721303939819335938 -0.25304105877876281738 0.54603505134582519531 -2.24240136146545410156 -0.24137482047080993652 -0.03250272199511528015
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.09999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.09999990463256835938 116.00000000000000000000 0.54104191064834594727 -0.01849955879151821136 1.00045573711395263672 -2.33056759834289550781 -0.24976581335067749023 0.54607087373733520508 -2.24251604080200195312 -0.24140349030494689941 -0.03262401744723320007
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.12500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.12500000000000000000 116.00000000000000000000 0.52288877964019775391 -0.01800288446247577667 1.00045692920684814453 -2.31908679008483886719 -0.24570988118648529053 0.54609906673431396484 -2.24262833595275878906 -0.24143281579017639160 -0.03273797035217285156
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.15000009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.15000009536743164062 116.00000000000000000000 0.50589090585708618164 -0.01750196889042854309 1.00045728683471679688 -2.30342555046081542969 -0.24112150073051452637 0.54612207412719726562 -2.24269580841064453125 -0.24146102368831634521 -0.03283978253602981567
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.17499995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.17499995231628417969 116.00000000000000000000 0.49123328924179077148 -0.01702134124934673309 1.00045597553253173828 -2.28453159332275390625 -0.23630903661251068115 0.54614436626434326172 -2.24279379844665527344 -0.24148644506931304932 -0.03292809799313545227
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.20000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.20000004768371582031 116.00000000000000000000 0.47994959354400634766 -0.01653740555047988892 1.00045609474182128906 -2.26353025436401367188 -0.23156915605068206787 0.54616516828536987305 -2.24290680885314941406 -0.24151264131069183350 -0.03300115093588829041
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.22499990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
