# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 0.50000000000000000000 116.00000000000000000000 0.01384041737765073776 0.01071299798786640167 1.00003099441528320312 -0.01163213141262531281 0.94546496868133544922 -0.00000533245065525989 0.00001788181543815881 0.94545215368270874023 -0.00405163457617163658
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 7.00000000000000000000 96.00000000000000000000 0.03018438257277011871 0.00353202689439058304 1.00002741813659667969 0.00495212664827704430 0.94452798366546630859 -0.00000737014079277287 -0.00000061136398699091 0.94456923007965087891 0.01665121316909790039
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=7.09999990463256835938 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 7.09999990463256835938 96.00000000000000000000 0.02904806286096572876 0.00338968564756214619 1.00002801418304443359 -0.00876569747924804688 0.94452661275863647461 0.00001425760365236783 -0.00000434875755672692 0.94456988573074340820 0.01636925898492336273
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=7.19999980926513671875 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 7.19999980926513671875 96.00000000000000000000 0.00206173025071620941 0.00326066883280873299 1.00002729892730712891 -0.01384869031608104706 0.94463306665420532227 0.00000019734235934266 0.00000373851048607321 0.94457668066024780273 0.01606626994907855988
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=7.30000019073486328125 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 7.30000019073486328125 96.00000000000000000000 -0.02586422301828861237 0.00312692159786820412 1.00002729892730712891 -0.00647588260471820831 0.94456112384796142578 0.00001110235916712554 0.00000126561224078614 0.94457960128784179688 0.01577974110841751099
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=7.40000009536743164062 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 7.40000009536743164062 96.00000000000000000000 -0.02957923896610736847 0.00301529746502637863 1.00002777576446533203 0.00620900979265570641 0.94452977180480957031 -0.00000992285367829027 0.00000103264392237179 0.94458115100860595703 0.01552704907953739166
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=7.50000000000000000000 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 7.50000000000000000000 96.00000000000000000000 -0.00648256903514266014 0.00290133873932063580 1.00002753734588623047 0.01260239817202091217 0.94463121891021728516 -0.00000568118230148684 0.00000879674280440668 0.94458454847335815430 0.01525930874049663544
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=7.59999990463256835938 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 7.59999990463256835938 96.00000000000000000000 0.02145394310355186462 0.00279231485910713673 1.00002765655517578125 0.00753131136298179626 0.94458895921707153320 -0.00001155106110672932 -0.00000278488255389675 0.94459027051925659180 0.01500000804662704468
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=7.69999980926513671875 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 7.69999980926513671875 96.00000000000000000000 0.02936950512230396271 0.00270192837342619896 1.00002741813659667969 -0.00395820615813136101 0.94453603029251098633 0.00001154793426394463 -0.00000053426032309289 0.94459080696105957031 0.01477506570518016815
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=7.80000019073486328125 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 7.80000019073486328125 96.00000000000000000000 0.01063595432788133621 0.00261109555140137672 1.00002801418304443359 -0.01122345775365829468 0.94462579488754272461 -0.00000225690632760234 0.00000360323701897869 0.94459432363510131836 0.01452666148543357849
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=7.90000009536743164062 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 7.90000009536743164062 96.00000000000000000000 -0.01711351796984672546 0.00252030231058597565 1.00002813339233398438 -0.00817245244979858398 0.94461202621459960938 0.00000140307292895159 -0.00000004985670543078 0.94459813833236694336 0.01430011726915836334
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=8.00000000000000000000 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 8.00000000000000000000 96.00000000000000000000 -0.02854767628014087677 0.00243729818612337112 1.00002801418304443359 0.00194975000340491533 0.94454580545425415039 0.00000383459018848953 -0.00000119509775231563 0.94460046291351318359 0.01407735515385866165
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=8.10000038146972656250 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 8.10000038146972656250 96.00000000000000000000 -0.01400734204798936844 0.00236375862732529640 1.00002729892730712891 0.00978146586567163467 0.94461798667907714844 0.00000719798072168487 -0.00000610143069934566 0.94460171461105346680 0.01386307831853628159
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=8.19999980926513671875 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 8.19999980926513671875 96.00000000000000000000 0.01279312837868928909 0.00228407909162342548 1.00002765655517578125 0.00851346831768751144 0.94462883472442626953 0.00000055795413800297 0.00000003052279851090 0.94460713863372802734 0.01366102229803800583
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=8.30000019073486328125 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 8.30000019073486328125 96.00000000000000000000 0.02717644535005092621 0.00221455283463001251 1.00002801418304443359 -0.00028103659860789776 0.94455969333648681641 0.00000956370422500186 -0.00000001949585382022 0.94460844993591308594 0.01347034331411123276
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=8.39999961853027343750 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 8.39999961853027343750 96.00000000000000000000 0.01659403741359710693 0.00213981489650905132 1.00002765655517578125 -0.00835404358804225922 0.94461131095886230469 0.00000570884276385186 -0.00000266233541879046 0.94460904598236083984 0.01327080931514501572
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=8.50000000000000000000 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 8.50000000000000000000 96.00000000000000000000 -0.00859890412539243698 0.00208097719587385654 1.00002789497375488281 -0.00858688913285732269 0.94464153051376342773 -0.00000152774418893387 -0.00000019496764025462 0.94461339712142944336 0.01307752355933189392
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=8.60000038146972656250 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 8.60000038146972656250 96.00000000000000000000 -0.02532447315752506256 0.00201448635198175907 1.00002777576446533203 -0.00120795762632042170 0.94457334280014038086 0.00001110312950913794 0.00000101389139217645 0.94461452960968017578 0.01288412045687437057
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=8.69999980926513671875 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 8.69999980926513671875 96.00000000000000000000 -0.01875189132988452911 0.00195924192667007446 1.00002741813659667969 0.00690866168588399887 0.94460439682006835938 -0.00000131759463783965 0.00000061437447129720 0.94461494684219360352 0.01271811220794916153
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=8.80000019073486328125 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 8.80000019073486328125 96.00000000000000000000 0.00463079428300261497 0.00190658913925290108 1.00002729892730712891 0.00843417644500732422 0.94464814662933349609 0.00000277414619631600 0.00000255026475315390 0.94461679458618164062 0.01254382450133562088
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=8.89999961853027343750 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 8.89999961853027343750 96.00000000000000000000 0.02316129766404628754 0.00185644393786787987 1.00002789497375488281 0.00235641608014702797 0.94458872079849243164 0.00001038947630149778 0.00000002933871101618 0.94462013244628906250 0.01238431781530380249
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=9.00000000000000000000 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 9.00000000000000000000 96.00000000000000000000 0.02028409391641616821 0.00179878156632184982 1.00002801418304443359 -0.00551952002570033073 0.94460040330886840820 0.00000385467501473613 -0.00000181895268269727 0.94461983442306518555 0.01221582479774951935
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=9.10000038146972656250 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 9.10000038146972656250 96.00000000000000000000 -0.00076054444070905447 0.00175221473909914494 1.00002837181091308594 -0.00811007339507341385 0.94465160369873046875 -0.00000076169629892320 0.00000221661503019277 0.94462215900421142578 0.01205316465348005295
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=9.19999980926513671875 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 9.19999980926513671875 96.00000000000000000000 -0.02066447399556636810 0.00171203701756894588 1.00002813339233398438 -0.00332414102740585804 0.94460386037826538086 -0.00001068012443283806 -0.00000082250710420340 0.94462347030639648438 0.01190607808530330658
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=9.30000019073486328125 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 9.30000019073486328125 96.00000000000000000000 -0.02132437564432621002 0.00166496471501886845 1.00002872943878173828 0.00416237860918045044 0.94459658861160278320 0.00001028111819323385 -0.00000130668627207342 0.94462424516677856445 0.01173762045800685883
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=9.39999961853027343750 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 9.39999961853027343750 96.00000000000000000000 -0.00271411193534731865 0.00161990942433476448 1.00002765655517578125 0.00762916728854179382 0.94465124607086181641 0.00000100136742275936 -0.00000128255578601966 0.94462525844573974609 0.01160097122192382812
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=9.50000000000000000000 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 9.50000000000000000000 96.00000000000000000000 0.01787198148667812347 0.00157609919551759958 1.00002729892730712891 0.00410727364942431450 0.94461739063262939453 -0.00000237254471358028 -0.00000095016048362595 0.94462770223617553711 0.01145613286644220352
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=9.60000038146972656250 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 9.60000038146972656250 96.00000000000000000000 0.02177459374070167542 0.00154066644608974457 1.00002789497375488281 -0.00292201410047709942 0.94459640979766845703 -0.00000693638003212982 0.00000033920073860827 0.94462925195693969727 0.01131121721118688583
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=9.69999980926513671875 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 9.69999980926513671875 96.00000000000000000000 0.00572920078411698341 0.00149792514275759459 1.00002872943878173828 -0.00704092439264059067 0.94464987516403198242 0.00000472020747110946 -0.00000639254358247854 0.94462889432907104492 0.01118453219532966614
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=9.80000019073486328125 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 9.80000019073486328125 96.00000000000000000000 -0.01500613708049058914 0.00146860652603209019 1.00002801418304443359 -0.00465270271524786949 0.94462925195693969727 -0.00000326976714859484 -0.00000132981597289472 0.94463169574737548828 0.01105214934796094894
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=9.89999961853027343750 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 9.89999961853027343750 96.00000000000000000000 -0.02175665460526943207 0.00143218203447759151 1.00002777576446533203 0.00175913237035274506 0.94459849596023559570 0.00001305632213188801 -0.00000101332079793792 0.94463235139846801758 0.01090746838599443436
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=10.00000000000000000000 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 10.00000000000000000000 96.00000000000000000000 -0.00865533016622066498 0.00139924348331987858 1.00002789497375488281 0.00635421136394143105 0.94464612007141113281 -0.00000000571824321227 -0.00000002002324883676 0.94463330507278442383 0.01079473737627267838
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=10.10000038146972656250 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 10.10000038146972656250 96.00000000000000000000 0.01201327610760927200 0.00136940157972276211 1.00002777576446533203 0.00503206299617886543 0.94464039802551269531 0.00000267152358901512 0.00000196965652321524 0.94463378190994262695 0.01067349128425121307
